index_id	category	text
431	geography	La Turchie e je circondade di mârs di trê bandis: il mâr Egjeu a Ovest, il Mâr Neri a Nord e il mâr Mediterani a Sud.
403	science/technology	Al inizi de vuere a viazavin dispès sul pêl de aghe, ma cuant che si tacà a svilupâ i radar e a fâju deventâ plui precîs i sotmarins a forin obleâts a lâ sot aghe par no fâsi viodi.
1592	science/technology	Cul declin de cognossince dal grêc , l’ocident si è cjatât taiât fûr des lidrîs greghis de filosofie e de sience.
993	entertainment	Par altri a àn un incjant e une bielece diviersis di Invier, cuant che tantis stazions di culine a son cuvierzudis di une buine cuantitât di nêf e a deventin lûcs dulà schiâ o lâ cul snowboard.
755	entertainment	Chescj albiercs a jerin alì che a stavin i siôrs e i famôs dal moment, e dispès a vevin ristorants elegants e vite noturne.
1936	politics	Tal 1994 chest conflit al puartà ae fondazion de autoproclamade Republiche de Transnistrie inte Moldove orientâl, che e à un propri guvier e une proprie valude ma no je ricognossude di nissun paîs des Nazions Unidis.
1205	health	Danielle Lantagne, une esperte ONU su la malatie, e à dit che cun probabilitât la epidemie e je stade causionade des fuarcis di pâs.
1692	geography	Areis plui grandis plui a Nord a son pluitost pôc popoladis e cualchidune e je nature salvadie e cuasi disabitade.
280	politics	Daûr i organizadôrs de proteste si son presentadis cirche 100.000 personis intes citâts todescjis come Berlin, Colonie, Amburc e Hannover.
247	politics	Chescj agjents, daûr l’articul 247 de costituzion pakistane, a àn di proviodi servizis sedi a nivel governatîf sedi a nivel judiziari.
1439	politics	Subite dopo de esplosion des ostilitâts, il Ream Unît al tacà un embargo navâl de Gjermanie.
1239	entertainment	"""E je une vore ninine e e cjante ancje ben,"" chestis lis sôs peraulis daûr la trascrizion de conference stampe."
743	geography	Lis isulis Cook no àn citâts ma a son formadis di 15 isulis diferentis. Lis principâls a son Rarotonga e Aitutaki.
18	politics	A son stadis protestis par dut il mont, diviers procediments penâi, e i cjâfs dal guvier islandês e di chel pakistan a àn dât ducj i doi lis dimissions.
1344	science/technology	I jons di idrogjen a son protons che ur son stâts gjavâts vie i eletrons (stant che i atoms di idrogjen a son fats di un proton e un eletron).
688	travel	Al sarès miôr che i visitadôrs cun pôc timp a passassin il timp di une altre bande.
556	science/technology	L’atom si pues considerâ un dai modons fondamentâi di dute la materie.
1645	science/technology	Plui o mancul come sburtâ une carete pesante sù par une culine. Dividi il nucli ancjemò une volte al mole fûr in chel moment une part di chê energjie.
907	science/technology	Di solit a ufrissin une largjece di bande plui alte e une miôr cualitât dal servizi. A son criptâts e duncje plui dificii di spiâ.
1071	politics	Ma il Prin ministri John Howard al à dit che cheste azion e covente nome par tutelâ lis struturis dal ospedâl, par che no sedin declassadis dal guvier de Tasmanie, cul dâur 45 milions di dolars australians in plui.
555	sports	I atletis a puedin sintî che a preferissin un prodot ancje se nol puarte un vêr benefici.
1203	health	Prin de vignude des trupis, Haiti no veve vût problemis relatîfs ae malatie fin dal principi dal Votcent.
