index_id	category	text
431	geography	Turska je okružena morima s tri strane: Egejsko more na zapadu, Crno more na sjeveru i Sredozemno more na jugu.
403	science/technology	Na početku rata uglavnom su se kretale po površini mora, ali kako se radar počeo razvijati i postajao sve precizniji, podmornice su morale ići pod vodu kako ne bi bile otkrivene.
1592	science/technology	Kako se znanje Grka smanjivalo, Zapad je postao odsječen od svojih grčkih filozofskih i naučnih korijena.
993	entertainment	Međutim, imaju drugačiju vrstu ljepote i šarma za vrijeme zime jer mnoga brda budu prekrivena zdravim količinama snijega te tako pružaju mogućnost za aktivnosti poput skijanja i bordanja.
755	entertainment	U tim hotelima su se odmarali bogati i slavni tog vremena, a često su uživali u prefinjenim obrocima i noćnom životu.
1936	politics	Taj sukob je 1994. godine rezultirao uspostavljanjem samoproglašene Pridnjestrovske Moldavske Republike u istočnoj Moldaviji, koja ima vladu i valutu, ali nije dobila priznanje nijedne zemlje članice UN-a.
1205	health	Danielle Lantagne, UN-ov ekspert za ovu bolest, rekla je da su izbijanje bolesti vjerovatno uzrokovali pripadnici mirovnih snaga.
1692	geography	Velika područja dalje prema sjeveru prilično su rijetko naseljena, a neka predstavljaju gotovo nenaseljenu divljinu.
280	politics	Organizatori protesta rekli su da se oko 100.000 odazvalo u njemačkim gradovima kao što su Berlin, Keln, Hamburg i Hanover.
247	politics	Ovi agenti su nadležni za pružanje vladinih i sudskih usluga u skladu s članom 247 Ustava Pakistana.
1439	politics	Brzo nakon izbijanja sukoba, Britanija je otpočela morsku blokadu Njemačke.
1239	entertainment	 „Vrlo je slatka i pjeva prilično dobro,“ rekao je prema transkriptu sa konferencije za novinare.
743	geography	Cookova ostrva nemaju nijedan grad, već ih čini 15 različitih ostrva. Glavna ostrva su Rarotonga i Aitutaki.
18	politics	Protesti su održani širom svijeta. Nekoliko tužilaca i predsjednici vlada Islanda i Pakistana su dali ostavke.
1344	science/technology	Ioni vodika su protoni s kojih su elektroni uklonjeni (jer se atomi vodika sastoje od jednog protona i jednog elektrona).
688	travel	Posjetiocima sa ograničenim vremenom bi najbolje bilo provesti vrijeme negdje drugdje.
556	science/technology	Atom se može smatrati jednim od osnovnih sastavnih dijelova sve materije.
1645	science/technology	Nešto kao guranje teških kolica uzbrdo. Ponovno rascjepljivanje jezgra oslobađa dio te energije.
907	science/technology	Oni najčešće nude veću širinu frekvencijskog pojasa i bolji kvalitet usluge. Šifrirani su i zbog toga ih je teže špijunirati.
1071	politics	Međutim, premijer John Howard je rekao da dodatnih 45 miliona AUD$ služi da osigura da tasmanska vlada ne snizi kategoriju bolničkih objekata.
555	sports	Sportisti mogu osjećati da im se proizvod sviđa, čak i kad on nema stvarnih pogodnosti.
1203	health	Prije dolaska trupa, Haiti se od 1800. godine nije sretao s problemima vezanim za ovu bolest.
58	politics	Policija je rekla da je Lo Piccolo imao prednost jer je bio Provenzanova desna ruka u Palermu i njegovo veće iskustvo mu je osiguralo poštovanje starije generacije bosova koji su pratili Provenzanovu politiku neupadljivosti uz istovremeno jačanje svoje mreže.
1764	travel	Pored toga, nemojte zaboraviti da mirisi privlače medvjede i druge divlje životinje, pa izbjegavajte nošenje ili kuhanje prehrambenih proizvoda koji mirišu i održavajte kamp čistim.
195	sports	Massa bi trebao izostati najmanje do kraja sezone 2009. godine.
1785	travel	Rezerviranje unaprijed osigurava putniku mir jer zna da će imati smještaj nakon što stigne na odredište.
600	science/technology	Elementi i spojevi mogu prelaziti iz jednog stanja u drugo a da se ne mijenjaju.
553	sports	Trčanje na srednjoj udaljenosti relativno je jeftin sport. Međutim, postoje mnoge zablude u vezi s nekoliko komada opreme koji su potrebni za učešće.
1720	geography	Park se prostire na 19.500 km² i podijeljen je na 14 različitih ekozona, pri čemu svaka od njih pruža podršku različitoj divljači.
1622	geography	Rijeka Amazon je druga najduža i istovremeno najveća rijeka na Zemlji. Ima više od osam puta više vode u odnosu na drugu najveću rijeku.
1441	politics	Britanija je minirala međunarodne vode kako bi spriječila da bilo koji brod uđe u dijelove okeana, prouzrokujući opasnost čak i brodovima neutralnih zemalja.
566	health	Vid ili sposobnost vida ovisi o senzornim organima vidnog sistema ili očima.
1515	science/technology	Različite karakteristike Interneta dovode do dodatnih dimenzija u smislu pristupa koristi i zadovoljenja potreba.
585	science/technology	Međutim, prvi pravi teleskopi su napravljeni krajem 16. stoljeća u Evropi.
1689	geography	Grad Otava je šarmantan, bilingvalni glavni grad Kanade u kojem je smješteno mnoštvo umjetničkih galerija i muzeja koji prikazuju prošlost i sadašnjost Kanade.
1256	health	Sastav ovih kristala odgovara sastavu kristala pronađenih u urinu pogođenih ljubimaca kada se porede infracrvenom spektroskopijom (FTIR).
60	science/technology	Direktor Applea Steve Jobs predstavio je uređaj tako što je izašao na pozornicu i izvadio iPhone iz džepa farmerica.
32	sports	Nakon što su vozila ispred Alonsa otišla da natoče gorivo dok je sigurnosni automobil bio na stazi, on je krenuo po pobjedu.
1411	politics	Prema Ugovoru o konfederaciji, za vrijeme Rata za nezavisnost, trinaest saveznih država prvo je formiralo slabu centralnu vladu, čija jedina komponenta je bio Kongres.
13	sports	Nadal je u meču postigao 88% poena sa mreže, osvojivši 76 poena na prvom servisu.
1941	travel	Široki bulevari, zgrade sa staklenim fasadama i moderni tržni centri ukrašeni su tradicionalnim krovovima s crvenim crepovima, pijacom iz 18. stoljeća i starim džamijama i crkvama, mada ovaj grad više ima ugođaj mediteranske Evrope nego tradicionalne Turske.
732	sports	Jutros oko 10 sati po lokalnom vremenu srušio se hostel u Meki, svetom islamskom gradu.
871	entertainment	Ujutro ispunite dom bogatim mirisom kafe, a navečer se opustite uz čaj od kamilice.
886	geography	Antarktik je najhladnije mjesto na Zemlji, a okružuje Južni pol.
362	science/technology	Nakon stotina sati rada, sijalično vlakno na kraju izgori i sijalica više ne radi.
1578	health	Provjerite etiketu za specifične instrukcije za prvu pomoć za taj konkretni otrov.
996	travel	U svakom slučaju, rezervaciju morate izvršiti putem telefona direktno kod aviokompanije.
197	health	Predsjednik je trenutno u stabilnom stanju, iako će nekoliko dana biti u kućnoj izolaciji.
460	entertainment	Većina televizijskog sadržaja je osmišljena tako da ugodi široj javnosti.
154	geography	Od otprilike 24.000 meteorita za koje se zna da su pali na Zemlju, samo za oko 34 je potvrđeno da potiču sa Marsa.
1160	politics	Nakon što službenici potvrde identitet glasača, glasač ubacuje kovertu u glasačku kutiju i potpisuje se na glasačku listu.
1223	entertainment	Turneju su otkazali jer se pjevač Steven Tyler povrijedio u padu s bine tokom nastupa 5. avgusta.
54	politics	Peter Costello, australijski ministar finansija i osoba koja će najvjerovatnije naslijediti premijera Johna Howarda na poziciji lidera Liberalne stranke, pružio je podršku industriji nuklearne energije u Australiji.
7	politics	Protest je počeo oko 11:00 sati po lokalnom vremenu (UTC+1), na Whitehallu, preko puta ulaza u Downing Street, službenu rezidenciju premijera, koju štiti policija.
1010	sports	USA Gymnastics podržava pismo Olimpijskog komiteta Sjedinjenih Država i prihvata apsolutnu potrebu da olimpijska porodica promovira sigurno okruženje za sve sportaše.
1174	sports	Konačni rezultat bio je pobjeda od jednog boda razlike, 21 prema 20, čime je okončan niz pobjeda All Blacksa od 15 utakmica.
1202	health	Prema tužbi, otpad iz UN-ovog kampa nije ispravno odložen, što je uzrokovalo da bakterija uđe u pritoku rijeke Artibonite, jedne od najvećih rijeka na Haitiju.
958	travel	Nijedno partnerstvo između aviokompanija ne pokriva sva tri okeanska prijelaza na Južnoj hemisferi (a SkyTeam ne pokriva ni jedan od prijelaza).
354	science/technology	Oštrica na modernoj klizaljki ima dvostruki rub s konkavnom šupljinom između rubova. Dvije ivice omogućavaju bolje prijanjanje na led, čak i kada su nagnute na stranu.
505	science/technology	Postoje pozitivni aspekti ovih web lokacija koji podrazumijevaju lako postavljanje web lokacije razreda koja može uključivati blogove, videozapise, fotografije i druge funkcije.
