index_id	category	text
431	geography	Turkey is encircled by seas on three sides: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean Sea to the south.
403	science/technology	In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen.
1592	science/technology	As knowledge of Greek declined, the West found itself cut off from its Greek philosophical and scientific roots.
993	entertainment	However, they have a different kind of beauty and charm during winter, with many hill stations receiving healthy amounts of snow and offering activities such as skiing and snowboarding.
755	entertainment	These hotels were where the rich and the famous of the day would stay, and often had fine dining and nightlife.
1936	politics	In 1994, this conflict led to the creation of the self-proclaimed Transnistria Republic in eastern Moldova, which has its own government and currency but is not recognised by any UN member country.
1205	health	Danielle Lantagne, a UN expert on the disease, stated the outbreak was likely caused by the peacekeepers.
1692	geography	Large areas further north are quite sparsely populated and some is nearly uninhabited wilderness.
280	politics	Organisers of the protest said about 100,000 people turned up in German cities such as Berlin, Cologne, Hamburg, and Hanover.
247	politics	These agents are responsible for providing government and judicial services under Article 247 of the Pakistani Constitution.
1439	politics	Soon after the outbreak of hostilities, Britain initiated a naval blockade of Germany.
1239	entertainment	She’s very cute and sings quite well, too, he said according to a transcript of the news conference.
743	geography	The Cook Islands do not have any cities but are composed of 15 different islands. The main ones are Rarotonga and Aitutaki.
18	politics	There were protests worldwide, several criminal prosecutions, and the leaders of the governments of Iceland and Pakistan both resigned.
1344	science/technology	Hydrogen ions are protons that had their electrons stripped off them (since Hydrogen atoms consist of one proton and one electron).
688	travel	Visitors with limited time would be best to spend their time elsewhere.
556	science/technology	The atom can be considered to be one of the fundamental building blocks of all matter.
1645	science/technology	Sort of like rolling a heavy cart up a hill. Splitting the nucleus up again then releases some of that energy.
907	science/technology	They normally offer higher bandwidth and better quality of service. They are encrypted and thus harder to spy on.
1071	politics	But Prime Minister John Howard has said the act was only to safeguard the facilities of the hospital from being downgraded by the Tasmanian government, in giving an extra AUD$45 million.
555	sports	Athletes may feel that they prefer a product even when it provides no real benefits.
1203	health	Prior to the arrival of troops, Haiti had not encountered problems related to the disease since the 1800s.
58	politics	Police said Lo Piccolo had the upper hand because he had been Provenzano's right-hand man in Palermo and his greater experience won him the respect of the older generation of bosses as they pursued Provenzano's policy of keeping as low as possible while strengthening their power network.
1764	travel	In addition, be aware that odors attract bears and other wildlife, so avoid carrying or cooking odorous foods and keep a clean camp.
195	sports	Massa is due to be out for at least the rest of the 2009 season.
1785	travel	Booking in advance gives the traveller peace of mind that they will have somewhere to sleep once they arrive at their destination.
600	science/technology	Elements and compounds can move from one state to another and not change.
553	sports	Middle distance running is a relatively inexpensive sport; however, there are many misconceptions regarding the few pieces of equipment required to participate.
1720	geography	The park covers 19,500 km² and is divided in 14 different ecozones, each supporting different wildlife.
1622	geography	The Amazon River is the second longest and the biggest river on Earth. It carries more than 8 times as much water as the second biggest river.
1441	politics	Britain mined international waters to prevent any ships from entering entire sections of ocean, causing danger to even neutral ships.
566	health	Vision, or the ability to see depends on visual system sensory organs or eyes.
1515	science/technology	The distinct characteristics of the Internet lead to additional dimensions in terms of the uses and gratifications approach.
585	science/technology	However, the first true telescopes were made in Europe in the late 16th century.
1689	geography	Ottawa is Canada's charming, bilingual capital and features an array of art galleries and museums that showcase Canada's past and present.
1256	health	The composition of these crystals matches those found in the urine of affected pets when compared by infrared spectroscopy (FTIR).
60	science/technology	Apple CEO Steve Jobs unveiled the device by walking onto the stage and taking the iPhone out of his jeans pocket.
32	sports	As the cars ahead of Alonso went in for fuel under the safety car, he moved up the pack to take victory.
1411	politics	During the Revolutionary War, the thirteen states first formed a weak central government—with the Congress being its only component—under the Articles of Confederation.
13	sports	Nadal bagged 88% net points in the match winning 76 points in the first serve.
1941	travel	The broad boulevards, glass-fronted buildings and modern shopping centers are dotted with traditional red-tiled roofs, the 18th century market, and old mosques and churches, although the city has an atmosphere more of Mediterranean Europe than traditional Turkey.
732	sports	Whistler (1.5 hour drive from Vancouver) is expensive but well-known because of the 2010 Winter Olympics.
871	entertainment	Fill your home with a rich coffee in the morning and some relaxing chamomile tea at night.
886	geography	Antarctica is the coldest place on Earth, and surrounds the South Pole.
362	science/technology	After hundreds of hours of operation the filament in the bulb eventually burns out and the light bulb no longer works.
1578	health	Check the label for specific first aid instructions for that specific poison.
996	travel	In all cases, you must book by phone directly with the airline.
197	health	The president's condition is stable, though he will be isolated at home for several days.
