index_id	category	text
797	technology	Lamun iinditan mawa laptop atawa tablet, salin isina ka memori atawa kaset (anu kajangkau tanpa internet)
830	travel	Dina sababaraha karéta lintas-nagara, pamariksaan dilaksanakeun dina karéta anu keur jalan sareng anjeun kedah gaduh kartu idéntitas anu diakui lamun numpak salah sahiji karéta éta.
150	business	Grup Budha Sir Richard Branson ngalebetkeun tawaran kanggo bank anu ditolak sateuacan nasionalisasi bank.
1806	travel	Sababaraha sasatoan, sapertos gajah sareng jerapah, biasana sok ngadeukeutan mobil sareng peralatan anu biasa bakal masihan pamandangan anu saé.
902	disasters	Tornado nyaéta kolom anu muter di hawa nu ukuranna déét, anu nyédot hawa di sakitarna ka lebet sareng ka luhur.
1225	sports	Del Potro sempet menang di set kadua, tapi ieu oge kudu istirahat seri pas nepi 6-6.
1342	science	Jus kubis robah warna na gumantung kana sakumaha asam atawa basa (alkaline) bahan kimia na.
1959	nature	Taman nasional Situ Plitvice téh leuweung pisan, utamina ku tangkal beech, cemara, sareng fir, teras campuran tutuwuhan Alpine sareng Mediterranean.
341	business	"Ngenaan kaayaan kauangan global, Zapatero teras nyarios yén ""sistem kauangan mangrupiken bagian tina ekonomi, bagian anu penting."
352	science	Tegangan permukaan kajadian kusabab molekul cai dina permukaan cai leuwih katarik antara hiji jeung nu sejen daripada molekul udara diluhurna.
448	nature	Unggal taun sakitar sasih Oktober ampir 1,5 juta sasatoan hérbivorangumbara nuju ka dataran belah kidul, meuntas Walungan Mara, ti bukit belah kalér pikeun ngarasakeun hujan.
386	politics	Raja Séjong mangrupikeun raja ka opat ti DInasti Joeseon sareng mangrupikeun 1 raja ti raja-raja anu paling terhormat.
1438	religion	Otoritas pusat garéja dipuseurkeun di Roma langkung ti sarébu taun. Konsentrasi kakuatan sareng artos ieu nyababkeun seueur patarosan ngeunaan ieu ajaran.
394	politics	Tapi Angkatan Laut Kerajaan masih kénéh leuwih kuat tibatan Angkatan Laut Jerman (“Kriegsmarine”) sareng tiasa waé ngancurkeun armada invasi naon wae anu dikirim lewat Selat Inggris.
1977	education	Teu perlu diomongkeun, lamun anjeun ngarti basa Romawi, bakal leuwih gampang diajar basa Portugal.
1719	nature	Taman Nasional Kruger (KNP) ayana di beulah wétan Afrika kidul sareng ngabentang sapanjang wates Mozambik beulah wetan, Zimbabwé ka beulah kalér, sareng wates kidul nyaéta Walungan Buaya.
29	crime	Penjara Abu Ghraib di Irak diduruk nalika karusuhan.
845	entertainment	"Tapi, jaman kiwari mah aya seniman graffiti ogé anu mapan, acara graffiti jeung tembok anu ""légal"". Lukisan-lukisan graffiti dina nu kieu téh leuwih ka karya seni sanes tulisan-tulisan nu teu kabaca."
165	crime	Penyerang Kota Mumbai dugi pikeun kapal dina kaping 26 November 2008, mawa granat Jeung senjata otomatis pikeun nembak loba target kaasup ririungan dina stasiun karéta api Chhatrapati Shivaji Terminus sareng hotel kakoncara Hotel Taj Mahal.
261	business	Nigeria saacanna ngumumkeun yén bakal ngagabung jeung AfCFTA saminggu saacan konperensi.
531	sports	Dalapan belas liang diheureuykeun salila puteran reguler, jeung pamaen biasana dimimitian kana liang kahiji jeung akhirna di liang ka dalapan belas.
1599	nature	Mutasi tiasa gaduh sababaraha epek beda gumantung kana jenis mutasina, pentingna bahan genetik anu dipangaruhan sareng naha sel anu dipangaruhan ku sel nu lainna.
428	geography	Wilayah Turki leuwih ti 1,600 kilométer (1,000 mil) panjangna sareng 800 km (500 mil) lébarna, anu bentukna kirang langkung segi opat.
1206	health	Hamilton mastikeun Howard University Hospital ngaku pasien dina kaayan sae
277	politics	Tilas gubernur Massachusetts Mitt Romney meunang pemilu présiden partai republik Florida dina dinten salasa kalawan langkung ti 46 persén soanten.
2	disasters	Kapal JAS 39 C Gripen rugrug kana landasan sakitar tabuh 9:30 enjing waktu lokal (0230 UTC) teras ngabeledug, nu nyebabkeun bandara tutup pikeun penerbangan komérsil.
719	geography	Républik Dominika (Spanyol: Republik Dominika) Mangrupikeun nagara Karibia anu  nempatan bagian belah wetan pulau Hispaniola, anu di bagi sareng Haiti.
324	geography	Topan anu lokasina sakitar 3.000 mil ti Miami, Florida, gaduh kecepatan angin maksimum 40 mph (64kph).
15	business	"Dokumen Panama"" nyaeta istilah pikeun kira-kira 10 juta dokumen ti Kantor Hukum Mossack Fonseca ti Panama, nu bocor ka wartawan pas musim semi 2016."
13	sports	Nadal kéngingkeun 88% poin bersih dina pertandingan kéngingkeun 76 poin dina tempat kahiji.
1276	crime	Nami jalmi-jalmi anu jadi terdakwa nyaeta Baba kanjar, Bhutha kanjar, Rampro kanjar, Gaza kanjar jeung Vishnu kanjar.
37	entertainment	Acara PBS ngagaduhan langkung ti dua belasan panghargaan Emmy, sareng pagelaranna langkung pondok ti Sesame Street sareng Mister Rogers 'Neighborhood.
1192	health	Fotografer dicandak ka Rumah Sakit Ronald Reagan UCLA, dimana anjeunna pupus.
1239	entertainment	"Manehna imut pisan jeung nyanyi genaheun oge."" saurna takait sareng transkrip konferensi pers."
373	science	Kumaha gravitasi Io bakal narik kuring? Upami anjeun nangtung dina permukaanna Io, beurat anjeun bakal kirang ti pas anjeun aya di Bumi.
42	disasters	Badai na, anu kira-kira sakitar 645 mil (1040 km) di kuloneun pulo Cape Verde, sigana bakal leungit saacan nepi daratan, ceuk peramal cuaca.
1780	travel	Nyaba ka karang biasa dilakukeun sapanjang taun, teras cidera-cidera kusabab karang ogé tara kajadian.
533	sports	Kaulinan ieu dipaénkeun dina jukut, sareng jukut di sakitar liang dipotong langkung pondok sareng disebat héjo.
167	politics	Serangan éta nempatkeun tekanan anu gedé dina hubungan India jeung Pakistan.
57	crime	"Numutkeun Ansa, ""pulisi sieun ka sababaraha serangan tingkat tinggi anu aranjeunna sieun bakal micu perang terusan anu langkung ageung ."
1264	politics	Huhne tos ngundurkeun diri jeung anjeunna bakal digantos di Kabinet ku Ed Davey MP. Norman Lamb MP diharapkeun keur ngajabat Menteri Bisnis nu ditinggalkeun Davey.
460	entertainment	Seseueurna tipi didamel pikeun dipikaresep ku masarakat umum.
1911	education	Ieu hususna kasohor ka lulusan sakola. Rarancang ieu ngamungkinkeun aranjeunna nyandak sataun sateuacan asup universitas, tanpa ngaganggu pendidikanana.
1631	religion	Sadaya warga Kota Vatican nyaéta panganut Katolik Roma.
1997	religion	Tangtos waé aya wawaran téologis Kristen kanggo talari ieu,nanging manawi éta téh ritual Usum Semi sarta Kesuburan pra-Kristen.
142	sports	Kaputusan NBA ieu kusabab hasil tes pamaen Utah Jazz anu positif beunang virus COVID-19.
197	health	Kondisi présiden teh stabil, tapi anjeunna bakal diisolasi di bumina sababaraha dinten.
107	geography	ngeke jam 5 isuk-isuk (waktos wetan) pas kapsul eta nepi ka bumi jeung asup ka atmosfir, kapsul eta teh bakal nyieun cacaangan nu tiasa ditingali ku urang-urang di Northern California, Oregon, Nevada, sareng Utah.
295	health	Helikopter-helikopter nyalamatkeun dua belas awak teras hiji-hijina anu cidera nyaéta irungna potong.
