index_id	category	text
431	geography	Turkia sta rodiadu pa mar na três ladu: Mar Ejéu pa oesti, Mar Négru pa norti y Mar Mediterániu pa sul.
403	science/technology	Na inísiu di géra, es ta viajaba txeu bês riba di mar, mas sima radar kumesa ta dizenvolve y ta bira más prisizu, kes submarinus éra forsadu a pasa dibaxu di agu pa ivita ser odjadu.
1592	science/technology	Sima kunhisimentu di Gregu kai, Osidenti fika izuladu di se raíz filozófiku y sientífiku Grégu.
993	entertainment	Nu entantu, es ten un tipu diferenti di beleza y inkantu duranti invernu, ku monti stason di montanha ta resebe kuantidadis saudável di nevi y ta oferese atividadis sima ski y snowboarding.
755	entertainment	Es ôtel éra undi ki kes rikus y famozus di dia ta fikaba ôspedadu, y txeu bês es ta tinha rifeisons y vida noturnu sofistikadu.
1936	politics	Na 1994, es konflitu leba a kriason di autoproklamadu Repúblika di Transnístria na lesti di Moldávia, ki ten se própi guvernu y mueda, mas ki ka é rikunhesidu pa ninhun país ménbru di ONU.
1205	health	Danielle Lantagne, un peritu di ONU pa kel duénsa, fla ma kel surtu foi provavelmenti kauzadu pa forsas di manutenson di pas.
1692	geography	Grandis árias más pa norti é mutu poku povuadu y alguns é kuazi un dizertu dizabitadu.
280	politics	Organizadoris di prutestu fla ma serka di 100.000 algen parse na sidadis Alemon sima Berlin, Kolónia, Hanburgu, y Hanôver.
247	politics	Es ajenti é risponsável pa prestason di sirvisus guvernamental y judisial na térmus di artigu 247 di Konstituison Pakistanês.
1439	politics	Logu dipôs di inisiu di ostilidadis, Gran-Britanha inisia un blokeiu naval di Alemanha.
1239	entertainment	“El é mutu bunita y tanbê el ta kanta mutu dretu, el fla”, di akordu ku un transkrison di konferénsia di inpresa.
743	geography	Ilhas Cook ka ten ninhun sidadi, mas el ten 15 ilhas diferenti. Kes prinsipal é Rarotonga y Aitutaki.
18	politics	Tevi protestus na mundu interu, monti prusesu penal, y kes líder di guvernus di Islándia y di Pakiston pidi dimison es dôs.
1344	science/technology	Ions di idrojéniu é protons ki tradu ses eletron (já ki átomus di idrojéniu é konstituidu di un proton y un eletron).
688	travel	Vizitantis ku ténpu limitadu ta ser midjor es pasa ses ténpu na otu lugar.
556	science/technology	Átumu pode ser konsideradu komu un bloku fundamental di konstruson di tudu matéria.
1645	science/technology	É sima rola un karinhu pizadu pa un montanha. Dividi núkliu otu bês, y dipôs, liberta parti des inerjia.
907	science/technology	Normalmenti es ta oferese largura di banda más txeu y midjor kualidadi di sirvisu. Es é enkriptadu y, purtantu, más difisil di faze spionajen.
1071	politics	Mas Priméru-Ministru John Howard dja fla ma kel atu éra só pa salvaguarda instalason di ôspital di ser disklasifikadu pa guvernu di Tasmánia, na dá más di AUD$45 milhon.
555	sports	Atletas pode xinti ma es ta prifiri un prudutu mésmu oras ki el ka ta oferese binifísius konkrétu.
1203	health	Antis di tropas txiga, Haiti ka tinha enfrentadu prublémas rilasionadu ku duénsa desdi di 1800.
58	politics	Pulísia fla ma Lo Piccolo tinha vantajen pamodi el éra brasu direitu di Provenzano na Palermo y se maior spiriénsia faze-l ganha respetu di jerason más bedju di xefis, ja ki es sigi pulítika di Provenzano di mante más baxu pusível timenti es ta fortalese ses redi.
1764	travel	Alen di kel, fika ta sabe ma txéru ta atrai ursus y otus animal selvajen, purtantu, ivita transporta ô kuzinha alimentus xerozu y mante akanpamentu linpu.
195	sports	Massa sta privistu pa sai peloménus duranti réstu di tenpurada di 2009.
1785	travel	Rizerva antisipadu ta da viajanti trankuilidadi di ten un lugar pa durmi óra ki es txiga na ses distinu.
600	science/technology	Ilimentus y konpostus pode sai di un stadu pa otu y ka muda.
553	sports	Korida di distánsia médiu é un disportu más ô ménus baratu; nu entantu, ten txeu ideia eradu sobri kes poku pesas di ekipamentus nisisáriu pa partisipa.
1720	geography	Kel parki ten 19.500 km² y el sta divididu na 14 ekozonas diferenti, kada un ta suporta un vida selvajen diferenti.
1622	geography	Riu Amazonas é kel sigundu riu más kunpridu y kel más grandi di Téra. El ta transporta agu más di 8 bês más txeu di ki kel sigundu riu más grandi.
1441	politics	Gran-Britanha mina aguas internasional pa inpidi entrada di kualker navius na tudu kes sekson di osianu, y kaba pa poi en prigu propi navius neutru.
566	health	Vizon, ô kapasidadi di odja ta dipende di orgons sensorial di sistéma vizual ô di odju.
1515	science/technology	Karakterístikas distintu di Internet ta konduzi a más dimensons en termus di utilizasons y abordajen di gratifikason.
585	science/technology	Nu entantu, priméru teleskópiu di verdadi foi fetu na Europa na fin di sékulu XVI.
