index_id	category	text
431	geography	Orile ede Turkey je eyiti okun nla meta yi ka: okun Aegean ni apa iwo oorun, Okun Dudu ni ariwa ati Okun Medirettanean ni apa ila oorun.
403	science/technology	Níbẹ̀rẹ̀ ogun wọn sábà rín àjò lọ sí òkè òkun ṣùgbọ́n bí wọn ṣe n ṣẹ̀dá rédà tí ó pé si àwọn ọkọ̀ abẹ́ omi níláti jìn sínú omí kí wọ́n ma baà rí wọn.
1592	science/technology	Bi imọ awọn Giriki ṣe n dinku, apa iwọ orun ri wipe awọn ko ni nkan ṣe pẹlu ọgbọn imọran ati imọ sayensi ti o fi idi mulẹ ninu Giriki.
993	entertainment	Àmóṣá, ẹwà wọn máa ń yàtọ̀ ní ìgbà òtútù, pẹlú iye yìnyín tó ní kìmí tí àwọn ibùsọ̀ òkè ń gbà àti àwọn ènìyàn sì ń wá sí ibẹ̀ láti ṣe eré pẹ̀lú ìdíje ski àti snowboard.
755	entertainment	Ilé ìtura yìí ní àwọn tó lówó tí wọ́n sì ní ọ́rọ̀ ma dúró si, wọ́n sì ní àyè ibi óúnjẹ́.
1936	politics	Ní ọdún 1994, ìjà yìí yọrí sí ìdásílẹ̀ ilẹ̀ olómìnira Transnistrialẹ́kùn gúúsù Moldova, èyí tó ní ìjọba tara rẹ̀ àti owó wọn, àmọ́ orílẹ̀ tó jẹ́ ọmọ ẹgbẹ́ àjọ UN.
1205	health	Danielle Lantagne, tí oh jẹ́ ògbóntarìgì fún UN lórí àìsàn, sọ pé àwọn onílàjà ni ó ṣe e ṣe kí wọn fa àjàkálẹ̀ ná.
1692	geography	Àwọn agbègbè tó tóbí nínu àríwá ní àwọn ènìyàn tó pọ̀ tí àwọn kan sí wà ní inú igbó tí kò ṣe gbé inú rẹ́.
280	politics	Àwọn agbátẹrù ìfẹ̀hónúhàn ní àwọn èèyàn tó ju ọgọ́rùn ún ẹgbẹ̀rún kan ni o jáde ní àwọn ìlú German bí i Berlin, Cologne, Hamburg, àti Hanover.
247	politics	Àwọn asojú wọ̀nyí jẹ́ ìdúró fún ìpèse ìjọba àti àwọn ẹka ìdájọ́ lábẹ́ abala òjìlénígba ó lé méje ìwé òfin ilẹ̀ Pakistan.
1439	politics	Láìpẹ́ tí ìfúngunmọ́ni bẹ̀rẹ̀, Ilẹ̀ Britian bẹ̀rẹ̀ síní fi ikọ̀ ológun ojú omi dá ilẹ̀ Germany dúró.
1239	entertainment	“Ó lẹ́wà lọ́pọ́, ó tún kọrin dáradára,” ó sọ́ nípa àkọọ́lẹ̀ ìpàdé àwọn oníròyìn.
743	geography	Kò sí ìlú Kankan ní erékùsù Cook ṣùgbọn erékùsù mẹ́ẹ̀ẹ́dógún ọ̀tọ̀ọ̀tọ̀ ni ó ní. Awọn tí wọ́n ṣe pàtàkì jùlọ ni Rarotonga àti Aitutaki.
18	politics	Ìfẹ̀hónúhàn wáyé káàkiri àgbáyé, ọ̀pọ̀lọpọ̀ ìbánijẹ́jọ́ ọ̀daràn áti àwọn òlórí ìjọba Iceland àti Pakistan kọ̀wé fìposílè.
1344	science/technology	Hydrogen ions jẹ́ protons tó ní electron tí wọ́n bọ́ lára wọn (nítoríHydrogen atoms ní proton kan àti electron kan).
688	travel	Ó ma dáa kí àwọn àlejò tí o ní àkókò púpọ̀ lògbà wọ́n níbò miin.
556	science/technology	Átọ́mù jẹ ǹkan tó ṣe pàtàkì láti kọ lé.
1645	science/technology	Odabi igba ti a n yi ohun ti o tobi gun ori oke. O se ifihan agbara nipa pinpin si meji leekansi.
907	science/technology	Wọ́n ma n fúnni ní báńdíwìtì tí o ga jùlọ pèlú iṣẹ́ tí ó dára jùlọ. Ìpamọ́ ni wọ́n wà torí náà ó ṣòro láti tọpinpin wọn.
1071	politics	Ṣùgbọ́n Mínísítà àgbà, John Howard ti sọ wípé àbá náà wà fún àbò àwọn ohun èlò ilé ìwòsàn náà, kí ìjọba Tasmanian má ba à fi wọ́lẹ̀, ní gbigbé milíọ́nù márùndínlógójì dọ́là sílẹ̀.
555	sports	Awon elere idaraya le ro pe won feran oja kan pelu pe ko fun wa ni anfani gidi kan kan.
1203	health	Kí àwọn ológun tó dé, ìlú Haiti kò ì tí kojú ìsòro tí ó jọ́ mọ́ ààrùn yìí láti ọdun 1800.
58	politics	Àwọn olopa wípé Lo Piccolo ní ànfàní torípé òhun ló jẹ́ amúngbálẹ́gbẹ̀ẹ́ Provenzano ni Palermo béèni iriri rẹ̀ tó jùlọ múu kí àwọn àgbààgbà bọ̀wọ̀ fun, bí wọn ṣe n tẹ́lẹ̀ òfin Provenzano láti mún àdínkù bá bí èèyàn ṣe ń sokùn agbára sí.
1764	travel	NÍ àfikún, mọ̀ pé òórùn ma ń fa béárì àti àwọn ęranko inú igbó mìíràn, torínáà yàgò fún gbígbé tàbi síse àwọn oúnjẹ́ tí ó ní òrùn púpọ̀, jẹ́kí ibi ìpàgọ́ rẹ mọ́ tótó nígbàgbogbo.
195	sports	Ó ti yẹ kí Massa jáde fún ókéré tán títí di òpin sáà 2009.
1785	travel	Ríra àyè sílẹ̀ ní inú ọkọ̀ máa ń fún àwọn arìnrìnàjò ní ìbàlẹ̀ ọkàn pé àwọn yóò rí ibi sùn sí tí àwọn bá gúnlẹ̀.
600	science/technology	Àwọn elimenti ati compandi lè pàrọ̀ ara láti dídáwà kan sí òmíràn láì yípadà.
553	sports	Ìsáré ní ààrín méjí jé eré ìdárayá tí kò wọ́n jú, síbẹ́ àwọn èrò tí kò jẹ òótọ́ tó jẹma àwọn irinṣẹ́ díẹ̀ tí o nílò láti kópa.
1720	geography	Àgbègbè ná a bo kìlómítà ẹgbẹ̀rún maọ́kàndínlógún ó lé ẹ̀dẹ́ẹ́gbẹ̀ta ó sì pín sí ̣ dọ́sìnì mẹ́rìnlá ọ̀tọ̀tọ̀, tí ìkọ̀kan ń sagbẹ́tẹrù oríṣìí erankó igbó.
1622	geography	Odò Amazon jé odè to gùn jù tósì tóbi jù lórílè áyè. O gba ìlọ́po mẹjọ omi tí odò kejì tó tóbijù lọ gbà.
1441	politics	Britain ma ń wa omi òkun tí àwọn ọka ojú omi ma ń gbà kọjá láti má jẹ́ kí èyíkèyí okọ̀ ojú omi wo gbogbo abala òkun náà, tó ma fa ewu fún àwọn ọkọ̀ ojú omi tí kò mọ ǹkankan.
566	health	Ìran tàbí okun láti ríran dá lórí ẹ̀yà ìríran .
1515	science/technology	Ìṣesí arà ọ̀tọ̀ tí ayélujára ni ó fa ọ̀nà àrà ọ̀tọ̀,ní ti ìlò rẹ̀ àti ọ̀nà ìtẹ́nilọ́rùn.
585	science/technology	Sibesibe, ero awoye akoko ni a se ni ilu awon alawo funfun ni opin 16th century.
1689	geography	Ottawa je ilu ti o re wa ni Canada, olu-ilu elede meji ti o kun fun gbongan isafihan ise owo ati ile iselojo pa mo si ti o n se afihan ana ati oni Canada.
1256	health	Ẹ̀kún àwọn kristali wọ̀nyí bá ti ìtọ̀ àwọn ẹran ọ̀sìn to kóo nígbàtí a fi wọn wéra pẹ̀lú infrared spectroscopy (FTIR.
60	science/technology	Olùdásílẹ̀ ilé iṣẹ́ Apple Steve Jobs ti ṣí aṣọ lójú eégún ẹ̀rọ tuntun, nípa yíyọ iPhone náà jáde nínú àpò ṣòkòtò rẹ̀ nígbà it́ o gun orí ìtàgé.
32	sports	Bí àwọn mótò tó ṣájú Alonso lọsí mọ́tò àbò fún epo, ni oun ń gòkè ìṣẹ́gun lọ.
1411	politics	Lákòókò ogun àláyìípadà, àwọn ìpínlẹ̀ mẹ́tàlá sèdàsílẹ̀ ìjọba tí kò lágbára—pẹ̀lú níní ìgbìmọ̀ asòfin bí i ẹka kan lábẹ́ àkọọ́lẹ̀ gbogbogbo.
13	sports	Nadal ní àmì ayò 88% ní bọ́ọ̀lù náà tó sì gba àmì ayò 76 ní abala àkọ́kọ́.
1941	travel	Àwọn boulevard to fe, ile ti o ni jigi ni iwaju ati oja igbalode ni a fi aja oni taili pupa seso won, oja senturi kejìdílógún, ati awon mọ́ṣáláṣí ati ṣọ́ọ̀si, biotilejepe ilu naa ni afefe to ile Yuropi Mediteraniani ju ile Turkeyi ibile lo.
732	sports	A fọn fèèrè (ìwakọ̀ wákàtí kan ó lé márùn ún láti Vancouver) gbówó lórí à mọ́ ó gbajúmọ̀ látàrí ìdíje ìgbà òtútù Olympic lọ́dún 2010.
871	entertainment	Fi coffee to ó dára ṣe ọ̀ṣọ́ ilé rẹ̀ ní òwúrọ̀ àti tíì Chamomile ní àṣálẹ́.
886	geography	Artatica ni ibi tó tutu jùlọ lórí ilè agbáyé, Gúúsú agbọn ayé sí yìí ka.
362	science/technology	Lẹ́yìn ọgarun wákàtí ìṣẹ́ ṣíṣe iná gílóbù ná jó kò sí ṣiṣẹ́ mọ́.
1578	health	Se àyẹ̀wò lébẹ̀lì náà fún ìtọ́nisọ́nà ìrànlọ́wọ́ àkọ́kọ́ fún májèlé ọ̀hún ní pàtó.
996	travel	Ní gbogbo igba o gbodo gbàyè sílẹ̀ pẹ̀lú ilé ise ofurufu lórí ago.
197	health	Ara ààrẹ̀ ti balẹ̀, lóòótọ́ ó sì má a wà ní ìyaraẹnisọ́tọ̀ nílé fún ọ̀pọ̀lọpọ̀ ọjọ́.
460	entertainment	Ọ̀pọ̀ ẹ̀rọ amóhùnmáwòrán ni wọ́n ṣẹ̀dá láti tẹ́ àwọn ará ìlú lọ́rùn.
