index_id	category	text
797	technology	Tɛ̈ cɛth yïn kek laptop kua tablet, tɔ̈u abak kën tɔ̈ɔ̈u yic kua disc (e yök ka cïn internet).
830	travel	Kathäär kɔ̈k- tem yic cɛth käŋ aye loi kathär kät yic ku yïn wïc ba laŋ ID lui kek yïn tɛ̈ kɛc yïn kathäär käkë yiic.
150	business	Bɛ̈ny cɔl Richard Branson's Virgin Group aci cööt ë kuɔny tenɛ kɔc wëu tɔ̈u ku ci jai bik kony ka kec gua ya kene baai.
1806	travel	Läi abɛk, tɛ̈mɛn aköön ku miir, alɔ tɛ̈ thiɔ̈k thurumbil lɔ̈m ku käk luɔi pɔth ayen be jal luöi bï ka tïŋ.
902	disasters	Tornado atän rot wïïc kek aliir- thiin kor, kenë aliir thiɔ̈k miɛt alɔ̈ŋ thïn ku nhial.
1225	sports	Del Petro aci ke tueŋ kony kam arakrou den thuec, kene aya aci kek cɔl arem keknhim ku bik rɔm dhɔŋkou tawen ci kek detem - detem bei kamken.
1342	science	Aduŋ athir e kït waar tε cït athid  or (alkaline) kimikal.
1959	nature	Plitvice Lakes national park atɔ̈u ɣɔ̈ŋ, kek beech, spruce, ku fir trees, ku aleŋ ke cï liäp kek a Alpine ku noon Mediterranean.
341	business	"Wεt duɔɔny wëu pinynhomc, Zapatero alɔ tueŋ ke ye lueel ""jεεk wëu e ya kuat cɔɔk baai, abaŋ rilic apεεi."
352	science	Nyääth den tɔ̈u piu nhïm ee rot loi wɛ̈t ye ŋei piu rëër piu nhïïm nhial röt tuut kamken bik lon ye ŋei aliir rɛ̈ɛ̈r ke nhïïm nhial wɔ̈r.
448	nature	Ruon thok eben pɛ̈i thiär lääi ken nyuäth wal   (1.5 malion) äa wär cɔl Mara tɛ̈ɛ̈m kɔu bi la tuɛ̈ŋ ta tɛ̈ kuɔ̈r thin lɔn ye deŋ tuɛ̈ny thin
386	politics	King Sejong εe ye muɔrŋaknhom namar ŋuan  tënë Joseon Dynasty ku yene εe raan thëk apei.
1438	religion	Bääny dïït tueeŋ kanitha acï rëër paan Rome run juëc cït tim ku tɛ̈n bääny ku wëu ake ci juec apɛ̈i, go kɔc juëc rot thiëc ku wicke bik ŋic yeŋo loi rot Rome.
394	politics	"Ku alathkεr bëny thɔ̈r wiir pan Britain ake ŋuot keril bik alathkεr thɔ̈r wiir pan Germany wuor (""Krïegsmarine"") ku ke aleu bi kuat raan bi ben thɔ̈r kek këk tiäm."
1977	education	Awïc bë jal luel, tɛ̈ ŋic yïn thoŋ nhiër, ka bë yic pial tënë yïn ba thöŋ Portuguese piɔ̈c.
1719	nature	Kruger National Park (KNP) atɔ̈u alɔŋ cueec ku cien tenɛ Apirika ciɛm ku jɔl lɔ alɔŋ akeu Mozambique alɔŋ ciën, Zimbabwe alɔŋ cueec, ku alɔŋ akeu ciën war nyäŋ yic.
29	crime	Ɣɔ̈n yennë kɔc awuɔ̈c maac thin Abu Ghraib tɔ̈ pannë  Iraq yen acë dɛ̈ɛ̈p tëwën cï kɔc ci puɔ̈th riäk lɔ aɣeer bïk riäk piääth ken lɔ nyuɔth.
845	entertainment	"Ka yen, yaköl aleŋ kɔ̈c lui graffiti, käŋ graffiti ku pany ""path"". Rɔ̈th Graffiti kenë ic athöŋ ka käŋ luɔ̈i menë ka ce wïc."
165	crime	Ayuöp kɔc Mumbai  yic aci ben riäi yic pen thiar ku tök aköl nïïn thiar rou ku detem 26, ruön 2008, acik jal bɛi kakek garnit, mec mucmuc ku jɔl moc ɣɔn juac yic  egut te dit ci thiäŋ cɔl Chhatrapati Shivaji Terminus gek kathar ku te ŋic ye kɔc niin thiin cɔl Taj Mahal Hotel.
261	business	Nigeria ci cäl wan lɔn leŋ kek täk bi kek röt mat ACFTA kääm thin ŋot ke kɔc lɔ amatnhomic.
531	sports	Adhuum kë thiär ku bëët ä këk yë këk thuɛ̈ɛ̈c dhaman tuuk, këk kɔ̈c thuɛ̈ɛ̈c kë yë gɔl adhum tuëŋ ku lëër thök ädhuöm dën thiär ku bëët.
