index_id	category	text
797	technology	ಲ್ಯಾಪ್‌ಟಾಪ್ ಅಥವಾ ಟ್ಯಾಬ್ಲೆಟ್‌ನೊಂದಿಗೆ ಪ್ರಯಾಣಿಸುತ್ತಿದ್ದರೆ, ಅದರ ಮೆಮೊರಿ ಅಥವಾ ಡಿಸ್ಕ್‌ನಲ್ಲಿ ಒಂದು ಪ್ರತಿಯನ್ನು ಸಂಗ್ರಹಿಸಿ (ಇಂಟರ್ನೆಟ್‌ ಇಲ್ಲದೇ ಪಡೆಯಬಹುದಾದ).
830	travel	ಕೆಲವು ಗಡಿ ರೇಖೆ ಮೇಲೆ ಓಡಾಡುವ  ರೈಲುಗಳಲ್ಲಿ,  ಚಲಿಸುತ್ತಿರುವ ರೈಲಿನಲ್ಲಿಯೇ ತಪಾಸಣೆಗಳು  ನಡೆಯುತ್ತವೆ ಮತ್ತು  ನೀವು ಅಂತಹ ರೈಲುಗಳನ್ನು ಹತ್ತಿವಾಗ ಒಂದು ಮಾನ್ಯತೆ ಹೊಂದಿದ ಐಡಿ ನಿಮ್ಮೊಂದಿಗೆ ಇರಬೇಕಾಗುತ್ತದೆ.
150	business	ಈ ಬ್ಯಾಂಕ್‌ನ ರಾಷ್ಟ್ರಿಕರಣದ ಮೊದಲು ಅದಕ್ಕೆ ಸಲ್ಲಿಸಲಾಗಿದ್ದ ಸರ್ ರಿಚರ್ಡ್ ಬ್ರಾನ್ಸನ್‍ರ ವರ್ಜಿನ್ ಗ್ರೂಪ್‌ನ ಬಿಡ್ ತಿರಸೃತವಾಗಿತ್ತು.
1806	travel	ಆನೆಗಳು ಮತ್ತು ಜಿರಾಫೆಗಳಂತಹ ಕೆಲವು ಪ್ರಾಣಿಗಳು ಕಾರುಗಳಿಗೆ ಹತ್ತಿರವಾಗುತ್ತವೆ ಮತ್ತು ಗುಣಮಟ್ಟದ ಉಪಕರಣಗಳನ್ನು ಬಳಸಿ ಅವುಗಳನ್ನು ನಿಕಟವಾಗಿ ವೀಕ್ಷಿಸಬಹುದು.
902	disasters	ಸುಂಟರಗಾಳಿ ಬಹಳ ಕಡಿಮೆ ಒತ್ತಡದ ಗಾಳಿಯ ನೂಲುವ ಲಂಬಸಾಲು, ಇದು ಸುತ್ತಮುತ್ತಲಿನ ಗಾಳಿಯನ್ನು ಒಳಮುಖವಾಗಿ ಮತ್ತು ಮೇಲ್ಮುಖವಾಗಿ ಹೀರಿಕೊಳ್ಳುತ್ತದೆ.
1225	sports	ಎರಡನೇ ಸೆಟ್‌ನಲ್ಲಿ ಡೆಲ್ ಪೊಟ್ರೊ ಆರಂಭಿಕ ಲಾಭವನ್ನು ಪಡೆದಿದ್ದರು, ಆದರೆ 6-6 ತಲುಪಿದ ನಂತರ ಟೈ ವಿರಾಮ ಬೇಕಾಯಿತು.
1342	science	ಕ್ಯಾಬೇಜ್ ಜ್ಯೂಸ್ ರಾಸಾಯನಿಕವು ಎಷ್ಟು ಆಸಿಡ್‌ ಹೊಂದಿದೆ ಅಥವಾ ಮೂಲ (ಅಲ್ಕಲೈನ್) ವಾಗಿದೆ ಎಂಬುದನ್ನು ಆಧರಿಸಿ ಬಣ್ಣ ಬದಲಿಸುತ್ತದೆ.
1959	nature	ಪ್ಲಿಟ್ವಿಸ್ ಕೆರೆಗಳ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವು ದಟ್ಟಾರಣ್ಯದಿಂದ ಕೂಡಿದೆ, ಮುಖ್ಯವಾಗಿ ಬೀಚ್, ಸ್ಪ್ರೂಸ್ ಮತ್ತು ಫರ್ ಮರಗಳನ್ನು ಅಲ್ಲಿ ಕಾಣಬಹುದಾಗಿದ್ದು, ಆಲ್ಪೈನ್ ಮತ್ತು ಮೆಡಿಟರೇನಿಯನ್ ಸಸ್ಯವರ್ಗಗಳು ಕೂಡ ಅಲ್ಲಲ್ಲಿ ಹೇರಳವಾಗಿ ಬೆಳೆದಿವೆ.
341	business	"ಜಾಗತಿಕ ಆರ್ಥಿಕ ಪರಿಸ್ಥಿತಿಗೆ ಸಂಬಂಧಿಸಿದಂತೆ, ಜಪಟೆರೊ ತಮ್ಮ ಮಾತನ್ನು ಮುಂದುವರಿಸುತ್ತಾ: ""ಹಣಕಾಸು ವ್ಯವಸ್ಥೆಯು ಆರ್ಥಿಕತೆಯ ಒಂದು ನಿರ್ಣಾಯಕ ಭಾಗವಾಗಿದೆ."
352	science	ನೀರಿನ ಮೇಲ್ಮೈಯಲ್ಲಿರುವ ನೀರಿನ ಅಣುಗಳು ಅವುಗಳ ಮೇಲಿನ ಗಾಳಿಯ ಅಣುಗಳಿಗಿಂತ ಹೆಚ್ಚು ಬಲವಾಗಿ ಪರಸ್ಪರ ಆಕರ್ಷಿಸಲ್ಪಡುತ್ತವೆ, ಈ ಕಾರಣದಿಂದಾಗಿ ಮೇಲ್ಮೈ ಒತ್ತಡವು ಸಂಭವಿಸುತ್ತದೆ.
