index_id	category	text
431	geography	Түркия үш жағынан теңіздермен қоршалған: батысында Эгей теңізімен, солтүстігінде Қара теңізбен және оңтүстігінде Жерорта теңізімен.
403	science/technology	Соғыстың басында олар негізінен теңіздің үстінде жүзетін, бірақ радар дами келе және дәлірек бола келе, сүңгуір қайықтар көрінбеу үшін су астына түсуге мәжбүр болды.
1592	science/technology	Грек тілін білу азайғаннан кейін батыс өзінің грек философиялық және ғылыми түбірлерінен бөлініп кеткенін тапты.
993	entertainment	Алайда қыс маусымында олар ерекше сұлулық пен сүйкімділікке бөленеді, көптеген таулы станцияларда көп мөлшерде қар түсіп, шаңғы және сноуборд тебу мүмкіндігін береді.
755	entertainment	Бұл қонақүйлер сол кездегі бай және әйгілі адамдар келетін жерлер болған әрі көбінесе оларда таңдаулы тамақтар мен түнгі ойын-сауық болатын.
1936	politics	1994 жылы бұл қайшылық шығыс Молдовада өзін өзі жариялаған Транснистрия Республикасының жасалуына әкелді. Оның өзінің үкіметі және валютасы болған, бірақ оны ешбір БҰҰ мүше елі мойындамаған.
1205	health	БҰҰ аурулар бойынша сарапшысы Даниель Лантанның айтуы бойынша аурудың өршуіне бейбітшілдер себеп болған болуы мүмкін.
1692	geography	Солтүстікте ары қарай орналасқан үлкен аумақтарда халық өте сирек қоныстанған, ал кейбіреулері елсіз дерлік жабайы жерлер.
280	politics	Наразылық ұйымдастырушылары Берлин, Кельн, Гамбург және Ганновер сияқты Германияның қалаларында 100 мыңға жуық адам жиналғанын хабарлады.
247	politics	Бұл агенттер Пәкістан конституциясының 247-бабына сәйкес мемлекеттік және сот қызметтерін қамтамасыз етуге жауапты.
1439	politics	Соғыс басталғаннан кейін жуық арада Ұлыбритания Германияны әскери-теңіз қоршауына алды.
1239	entertainment	«Ол өте сүйкімді және әнді де өте жақсы айтады», - деді ол баспасөз конференциясының стенограммасына сәйкес.
743	geography	Кук аралдарында қалалар жоқ, бірақ олар 15 түрлі аралдан тұрады. Олардың негізгілері – Раротонга және Аитутаки.
18	politics	Бүкіл әлемде наразылықтар болды, бірнеше қылмыстық қудалау болды, Исландия мен Пәкістан екеуінің де үкімет басшылары отставкаға кетті.
1344	science/technology	Сутегі иондары, бұл олардан электрондары алынып тасталған протондар болып табылады (өйткені сутегі атомдары бір протон мен бір электроннан тұрады).
688	travel	Уақыты шектеулі келушілер уақытын басқа жерде өткізгені жөн.
556	science/technology	Атом барлық материяның негізі болып табылады.
1645	science/technology	Ауыр арбаны өрге итерген сияқты. Ядро қайтадан бөлініп, сол энергияның бір бөлігін шығарады.
907	science/technology	Әдетте олар жоғарырақ өткізу қабілетін және қызмет көрсетудің жақсырақ сапасын ұсынады. Олар шифрланған, сондықтан арасында алу қиынырақ.
1071	politics	Бірақ премьер-министр Джон Ховард бұл әрекет аурухананың артықшылықтарын сақтап қалу үшін Тасмания үкіметі тарапынан жасалған болып, оған қосымша 45 миллион Австралия доллары көлемінде қаржы бөлінетінін айтты.
555	sports	Спортшылар нақты артықшылықтарды бермесе де, өнімді жөн көретінін сезінуі мүмкін.
1203	health	Әскерлер келмей тұрып, Гаитиде 1800 жылдан бері бұл ауруға қатысты мәселелер болмаған.
58	politics	Полиция Ло Пикколо басым болғанын айтты, өйткені ол Палермода Провензаноның оң қолы болған және оның мол тәжірибесі босстардың бұрынғы буынының құрметін тудырды, өйткені олар өздерінің қуат желісін күшейту кезінде Провензаноның мүмкіндігінше аз нәрсені өзінде сақтау саясатын ұстанған.
1764	travel	Бұған қоса иістер аюлар мен басқа жабайы жануарларды тартатынын ескеріңіз, сондықтан иісі бар тағамдарды алып жүрмеңіз немесе әзірлемеңіз және лагерьді таза ұстаңыз.
195	sports	Масса кемінде 2009 жылдың маусымында болмайды.
