index_id	category	text
431	geography	Zigawo zitatu za dziko la Turkey zidazunguliridwa ndi nyanja: Nyanja ya Aegean kumadzulo, Nyanja ya Black kumpoto komanso nyanja ya Mediterranean kumwera.
403	science/technology	Kumayambiliro ankhondo, anali kuyenda pa mwamba pamadzi koma kutabwela upangiri wa radar ma submarines anayamba kuyenda pansi pamadzi kuti asaonedwe.
1592	science/technology	Pamene nzeru za anthu a Greece zimalowa pansi, anthu aku West anazipatula okha mumaganizidwe ndi sayansi yomwe idali yochokera ku Greece.
993	entertainment	Komabe, zilindikukongola ndi kukomedwetsa nthawi yozizira, pamene mapiri ambiri amakhala ndi chpale chofewa ndipo utha kuchita masewero a skiing ndi snowballing.
755	entertainment	Malo ogonawa kunali kumene anthu olemela ndi otchuka amasiku amenewo amakhala , ndiponso nthawi zambiri amakhala ndi malo abwino odyela komanso chisangalalo chabwino cha usiku.
1936	politics	Nkhondo yomwe inachitika mu dera la Transnitria Republic ku Moldova lidapangitsa kuti delali lisakhale pa mndandanda wa mayiko mu UN , limenenso lili ndi ndalama yake komanso boma loyima palokha.
1205	health	A Daniel Lanytage, Katswiri wa matenda ku bungwe la dziko lapansi wati matenda abukawa anayambitsidwa ndi asilikali ozetsa mtendere.
1692	geography	Madera akuluakulu kumpoto kuli anthu ochepa ndipo kwina ndi kumathengo kosakhalidwa.
280	politics	Akonzi a ziwonetsero zotsutsa amati pafupifupi anthu okwana 100,000 anafika m'mizinda ina yaku Germary ngati mizinda ya Berlin, Cologne, Hamburg, ndi Hanover.
247	politics	Amkhala pakatiwa ntchito yawo ndiyochita zaboma ndi zamabwalo amilandu malingana ndi Lamulo nambala 247 lamumalamulo akulu adziko la Pakistani.
1439	politics	Kusagwirizana kutangoyambika kumene, Britain idayambitsa kutsekera mayendedwe am'madzi kudziko la Germany.
1239	entertainment	“Ndiwokongola kwambiri komanso amaimba bwino zedi”, anatelo malingana ndi zolembedwa pa nsonkhano wu.
743	geography	Chilumba Cha Cook chilibe mizinda yiliyonse koma chili ndi zilumba 15 zosiyanasiyana. Zomwe zikululuzikulu ndi Rarotonga ndi Aitutaki.
18	politics	Panali zionetselo dziko lonse lapansi, ena kuimbana milandu ya umbanda ndipo atsogoleri amaiko a Iceland ndi Pakistani anatula pansi maudindo awo.
1344	science/technology	Ma ion ndima proton a hydrogen amathotholedwa (popeza hydrogen amakhala ndi proton imodzi ndi electron imodzi).
688	travel	Alendo amene alibe nthawi yambiri nkwabwino kuti akataye nthawiyo ku malo ena.
556	science/technology	Atom itha kutengedwa ngati chinthu chimodzi chofunikira kuti china chilichonse chipangidwe.
1645	science/technology	Kukhala ngati kukoka ngolo yolemera kwambiri ndikumakwera nayo phiri. Kugawa ma nucleus kachikenaso kenako ndikutulutsa mphamvu zina.
907	science/technology	Nthawi zambiri amapereka mphamvu yothamanga yambiri ndiposo ntchito yapamwamba. Zinthu zimatumizidwa mwachinsisi zoti simungathe kuziziwa ndipo zimapangisa kuti zikhale zovuta kwa akazitape.
1071	politics	Koma Nduna Yaikulu a John Howard ati cholinga cha lamulo chinali kuteteza chipatala kuti chitsachotsedwe mphanvu ndi boma la Tasmania, poonjezela ndalama zokwanira AUD$45 million.
555	sports	Ochita masewera olimbitsa thupi amatha kumamva kufuna chinthu ngakhale chinthucho sichipindulitsa kwenikweni.
1203	health	Pamene asilikali adali asadafikeko ku Haiti, sadakomanepo ndi mavuto okhuzana ndi matendawa kuchokera mu zaka za m'ma 1800.
58	politics	Apolisi adati a Lo Piccolo adali patsogolo chifukwa adakhala omuthandizira Provenzano ku Palermo ndipo zomwe adakumana nazo zidampezetsa ulemu wama bwana akuluakulu akale pamene amatsata lamulo la Provenzano la kudekha pamene amalimbikitsa mphamvu yawo ya netiweki.
1764	travel	Kuwonjezerapo, dziwani kuti fungo limayitana zimbalangondo ndi nyama zinaso, choncho pewani kutenga kapena kuphika zakudya za fungo ndipo msasa wanu ukhale waukhondo.
195	sports	Massa sapanga nao masewero kwa nyengo yonse ya yotsala ya 2009.
1785	travel	Kusungitsa malo ogona amapangitsa munthu amene ali paulendo kukhala ndi mtendere wamumtima kuti adzakhala ndi malo ogona pamene afika komwe akupita.
600	science/technology	Zipangizo ndi zopangira zikhoza kuchoka mu mtundu wina kupita kwina ndipo osasintha.
553	sports	Kuthamanga kwa ntunda wofupikilapo ndi masewela otsika ntengo; komabe pali kunsanvetsa pa zida zofunikila kuti munthu achitile masewerawa.
1720	geography	Pakiyi ili ndi malo okwana 19,500 km² ndipo idagawidwa mzigawo 14 azachilengedwe, gawo lililonse limathandiza nyama zosiyanasiyana.
1622	geography	Mtsinje wa Amazon ndi mtsinje wachiwiri kutalika ndi kukula pa dziko lonse. Umatenga madzi ochuluka kasanu ndi kanayi kuyelekeza ndi mtsinje wa chiwiriri kukula pa dziko lonse.
1441	politics	Britain idatchera mabomba m'madzi amayiko aeni poletsa sitima iliyonse kuti zisalowe mumadera onse anyanja ya mchere, zomwe zidali zowopsa ngakhale ku sitima zomwe sizimapanganawo nkhondo.
566	health	Masomphenya, ndi kuthekera kuwona kumadalira ziwalo zamaganizidwe ndiponso maso.
1515	science/technology	Zokhuza intaneti zapaderadera zimafikitsa magawo ena owonjezera malingana ndikagwiritsidwe ntchito kake ndi njira zomwe mumakhutira nazo.
585	science/technology	Komabe ma telesikopu woyamba adapangidwa ku Ulaya nzaka zam'ma zana 16.
1689	geography	Ottawa ndi mzinda wa ku Canada umene uli wokondweletsa, wazilankhulo ziwiri ndipo uli ndi malo azamaluso ndi mbiri zakale zimene zimaonetsa mbiri yakale komanso ya tsopano ya Canada.
1256	health	Mapangidwe a timibulu timeneti amafanana ndi womwe amapezeka m'mikodzo ya ziweto zomwe zili zokhudzidwa pamene zikuyezedwa ndi infrared spectroscopy (FTIR).
60	science/technology	Mtsogoleri wamkulu wa Apple a Steve Jobs anawulula zachipangizo pobwera pa nsanja ndikutulutsa iPhone mthumba lawo lachovala cha jeans.
32	sports	M'mene magalimoto apatsogolo pa Alonso adalowa kukathira mafuta pambuyo pagalimoto yachitetezo, adasuntha kuyandikira kuti apambane.
1411	politics	Munthawi ya nkhondo yamasinthidwe mayiko 13 adapanga boma lawo ndithu-ndi kongelesi ngati gawo-pansi pachitaganya.
13	sports	Nadal adagoletsa zigoli zokwana 88% pamasewerowo ndikupambana ndima point 76 mchigawo choyamba.
1941	travel	Misewu ikuluikulu yotakasuka, nyumba zamagalasi kutsogolo komaso malo amakono azamalonda zoziwika ndimadenga achikalekale amatayilosi ofiira, msika wakalekale wamzaka zam'mazana khumi ndi chisanu ndi zitatu, komaso mizikiti yakalekale ndi matchalitchi, ngakhale mzindawo uli ndizambiri zaku Ulaya wachaku Mediterranean kusiyana ndiza ku Turkey wakale.
732	sports	Whistler (komwe ndikoyenda maola 1.5 kuchokera ku Vancouver), ndikodula zinthu koma ndi kodziwika chifukwa chamasewelo a 2010 Winter Olympic.
871	entertainment	Dzadzani nyumba yanu ndi khofi wamtengo wapatali nthawi ya m'mawa ndi tiyi wochotsa nkhawa wa chamomile nthawi ya usiku.
886	geography	Kwa Antarctica ndikozizira mopitilira muyezo pa dziko lonse lapansi, komanso lidazungulira South Pole.
362	science/technology	Ikagwira ntchito maola mazana, filamenti mubabulo imapsa ndipo babu siliyakaso.
1578	health	Yang'anani chizindikiro kuti mupeze malangizo oyenera oyamba okhudzana ndi poyizoniyo.
996	travel	Nthawi ina iliyonse funsani malo amundege pogwiritsa ntchito foni.
197	health	Mtsogoleri wa dziko lino akupeza bwino ngakhale kuti adzikhala m'malo aokha kaye.
460	entertainment	Mawayilesi ambiri akanema amakonzedwa mnjira yoti azisangalatsa anthu onse.
154	geography	Mwa ma meteorite okwana 24,000 omwe adagwera pa dziko lapansi, 34 okha ndi omwe adatsimikizidwa ndi ma martian.
1160	politics	Akuluakulu akamaliza kutsimikizira za munthu ovota, wovotayo amaponya emvulopu m'bokosi kenako amasayina mukaundula.
1223	entertainment	Ayimitsa ulendo wokayimba chifukwa chovulala mtsogoleri woyimba a Steven Tyler omwe adagwa kuchoka pamalo oyimbira kufika pansi pamene adali kuyimba pa 5 Ogasiti.
54	politics	Peter Costello, msungichuma waku Australia, amene akuyembekezeleka kuzalowa mpando wa Prime Minister wa a John Howard ngati mtsogoleri wa chipani cha Liberal wathira mang'ombe ake pa nkhani yamafakitale a Nuclear ku Australia.
7	politics	Chionetsero chinayamba nthawi ya 11 nthawi yao (UCT+1) ku Whitehall moyang'anizana ndi chipata chotetezedwa ndi apoliso cholowela ku Downing Street kumene kuli nyumba Nduna Yaikulu.
1010	sports	Bungwe la USA Gymnastics likugwirizana ndi kalata ya United States Olympic Committee ndipo ikuvomereza kufunika kwenikweni kwa onse a Olimpiki kuti apititse patsogolo chitetezo kwa osewera athu onse.
1174	sports	Pamapeto adapambana posiyana ndi chigoli chimodzi, 21 kwa 20, zomwe zidathetsa chisangalaro cha timu ya All Blacks yomwe idapambana masewero 15 otsagana.
1202	health	Tsatanetsatane wa mlanduwu ukuti, zinyalala zochokera ku msasa wa UN sizinathiridwe bwino mankhwala kupangitsa ma bacteria kuti alowe mu mtsinje wothira mu Artibonite, womwe ndi umodzi waukulu wa Haiti.
958	travel	Palibe mgwirizano wa ulendo wapa ndege umene umakhudza kuwoloka nyanja zonse zitatu ku Southern Hemishephere (ndipo SkyTeam siyidutsa nawo kumalowo).
