index_id	category	text
431	geography	Turquia yojinguluke ku tulunga ku jimbandu jitatu: Mar Egeu ku fwila kumbi, Mar Negro ku thunda ni Mar Mrditerraneo ku lwiji.
403	science/technology	Mu dimatekenu dya ita, enda bhu uvule ku tandu a menya a kalunga, mu kitangana kimateka kitalesu kutala kibhinga o atumini kubhitila moxi a menya phala kamone.
1592	science/technology	Ni kudibala ni kwa kwijiya kwa ixi ya Grécia, Kutundila-Kumbi wadimono mukudiwangununa ku jindaji je filozofika ni ja ungenjiwe wa ixi wa Grécia.
993	entertainment	Mu kiki, kwala ukexilu wengi wa kuwabha ni kuyuka mum kithangana kya mbambi, ni ithangana yavulu ya muludu itambula kudisanza kwa mbundu yanzungule ibhana ikalakalu kala ya esqui ni ya snowboarding.
755	entertainment	Ijima yakexile bhana bhukala itanga ni akwa fuma a kizuwa, ni mu ithangana yavulu akexile ni makudya makatunda ni mwenyu wa usuku.
1936	politics	Mu muvu wa 1994, mvunda yiyi yabhangesa owuvalukilu wa kudilukisa Lepubidika ya Transnistria ku tundila kumbi ya Moldavia, yala ni utminu we ni kitadi, maji phe jixi joso jatokala ku ONU kijamutaya.
1205	health	Danielle Lantagne, ngijiye ya ONU kyalungu ni uhaxi, wazwela kuma nangene kibhubhe akibhekesa kwala makwenze afikidila wembu.
1692	geography	Misanzu yamakota dingi ku thunda atungi atolo anga amoxi seku athu atunguku anga ya mixitu.
280	politics	Athu asokesa mukanda wa kudituna exi kuma kitenesa 100.000 dya athu amoneka mu mbonge ya Alemanha, tutonamu Berlin, Kolonya, Hamburgo ni Hanover.
247	politics	Athu ya akala ni kitenenu kya kubhanga ikalakalu ku unguvulu ni madimanda ku kikexilu kya kitumu 247 wa Mukanda wa ixi ya Paquistão.
1439	politics	Kyoso kyamoneka omvunda ya unguma, Grã-Bretanha wamateka ujikilu wa makwenze ma musanza ma kalunga ku Alemanha.
1239	entertainment	“Mwene (muhatu) wawabha kyavulu, wimba kyavulu wa, wakyambe mwene (diyala)”, kala kyakisoneka mu kithangana kyazwelela kwajimbwidi amitelembe.
743	geography	Omazanga Cook kijakala ni jimbanza, maji akala ni 15 dya mazanga mengi. Abeta kota ene Rarotonga ni Aitutaki.
18	politics	Kwexile jibhuya mu kaxi ka ngongo, mikanda yavulu ya ufundisu, anga atumini a ixi ya Islandia ni ya Paquistao aditakanesa mu kyonge.
1344	science/technology	Jiyonji ja idolojenyu yene jipolotonji jakexile ni jiletelonji je jokatule (kuma jatomo ja idolojenyu akala ni polotawu ni eletelawu).
688	travel	Ajitu ni kthangana kyofele hinu kyabeta kota kubita kithangana kya mu kididi kyengi.
556	science/technology	Atomo atena okwimona kuma ndobi imoxi yakatunda ya utungilu wa ima yoso.
1645	science/technology	Bukanga bwa Kala kukundumuna kadikalu kamoxi kaneme ku kamulundu. Mukuwana dingi okaxi, mukukayela, uxisa mbandu ya inelejiya yiyi.
907	science/technology	Abana mbandu yadyehelela kyavulu ni kikalakalu kyabeta kota. Ajijika anga, mu yoso, ki andatena kuzongola.
1071	politics	Mba oKisengele - kadyanga John Howard wambe o kikalakalu kya ngo kya kexi pala kubhaka jinzu ja kusa mauhaxi phala kakatule ku mutumini wa Tasmania, kumubhana yasubhukile ku AUD$45 ya jihulakaji.
555	sports	Akwa malunda atena kwiva kuma amesena kima kimoxi ha mwene kima kiki kiyibana jimbote jakidi.
1203	health	Masoladi kabixidile luwa, Haiti kiyakexile hanji ni maka abindamena ku mawuhaxi tunde mu mivu ya 1800.
58	politics	Pudixa wixi kuma Lo Picolo wexile mu kadyangi mukonda mwene wexile lukwaku lwa kadilu ni Provenzano ku Palermo ni wijidilu we wawukulu lwamubhekela kilunji kwa mwiji wajixahulu jaatumini, mukonda akayela wanji wa Provenzano wa kukala bhu kididi kyofele kyatena kukala suke kyoso akudisa wanda we.
1764	travel	Ha kinyiki, ejiya kuma mazumba exana jimbovo ni yama yamukwa, mu yoso, kana kututa mba kulamba makudya ezala mazumba anga kala mu kididi kyazele.
195	sports	Massa wakakala bhukanga nyi kikala ngo mu wendelu wa izoku ya muvu wa 2009.
1785	travel	Kudyangela kubhakesa kididi kitululukisa mixima ya ngenji mu kusanga kididi phala kuzeka kyoso kya bhixila kwoso mwene waxinde.
600	science/technology	Idyandu ni ilungisu yasoku kudilungulula mu ukexilu wenge maji phe kidyandu kyene kimoxi.
553	sports	Ulengelu wa dikanga dya kaxi dyene dilunda dyate kitadi kyofele; mukiki kwala iselekete itena mukonda yatolo, mu yoso, kwakala makutu mavulu madilungu ni iselekete yatolo yatokala phala kulenga.
1720	geography	Kibhela kyakala ni 19.500 km² akiwana mu 14 ja ekozona jadiwanguna, ngamba ni ngamba mu kutena kwa mwenyu wa muxitu wadiwanguna.
1622	geography	Ngiji Amazonia yene ngiji ya ngongo yakayela mu kulebha. Yambata mu kitangu kibhita mu lunake muvula ngiji yakayela ndenge.
1441	politics	Gra-Bretanha wate mibhetu mu menya ma jixi ja ngongo phala kufudisa ubokwenu wa mawulungu moso-moso mu jinjila ja musanzu wa kalunga, ubhekesa kilwezu ku mawulunga ma wembu.
566	health	Owuyalelu mba owukexilu wa kuyala wabingi oyidyandu ya kuyala mba o mesu.
1515	science/technology	Ifwa ni idifwa ya Intelenet yambata muyididi ya kuweza kyoso tuzwela maka a kukalakala ni kusakidila.
585	science/technology	Mu kilunga kyoso, jitelexikopiyu ajibhange mu ngongo ya Europa ku disukilu we dya hama ya mivu ya XVI.
1689	geography	Ottawa ene mbanza yawabha ni bilingue ya Candá ni ilondekesa ibokwenu yavulu ni ibhakelu ilondekesa ithangana yabhiti ni yakindala ya Canadá.
1256	health	Utungilu wa vidulu yiyi wadifu ni yoyo yasange ku maswa a yama ya kusasa yatuwama kyoso kyayisokelesa ni espectroscopia ya infravermelho (FTIR).
60	science/technology	O CEO ya Apple, Steve Jobs, walondekesa okiselekete mukusambela mu kibuna ni kukatula iPhone ku jibela ja jeans ye.
