index_id	category	text
797	technology	ላፕቶፕ ወይም ታብሌት ይዘው የሚጓዙ ከሆነ፣ ቅጂውን በሜሞሪው ወይም በዲስኩ ውስጥ ያስቀምጡ (ያለ ኢንተርኔት የሚገኝ)።
830	travel	በአንዳንድ ድንበር ዘለል ባቡሮች ምርመራዎች የሚካሄዱት የሚጓዝ ባቡር ላይ ሲሆን ከነሱ ባቡሮች ውስጥ አንዱ ላይ ሲሳፈሩ ትክክለኛ መታወቂያ መያዝ አለብዎት።
150	business	የአቶ ሪቻርድ ባራንሰን ቨርጅን ቡድን ባንኩ የመንግስት ከመሆኑ በፊት ለባንኩ ያወጣው ጨረታ ውድቅ ተደርጎ ነበረ።
1806	travel	እንደ ዝሆኖች እና ቀጭኔዎች ያሉ አንዳንድ እንስሳት ወደ መኪናዎች የመቅረብ ዝንባሌ አላቸው ስለዚህ መደበኛ መሣሪያዎች ጥሩ እይታን ያስገኛሉ።
902	disasters	አውሎ ነፋስ በዙሪያው ያለውን አየር ወደ ውስጥና ወደ ላይ የሚመጥጥ በጣም ዝቅተኛ ግፊት ያለው ተሽከርካሪ አምድ ነው።
1225	sports	ዴል ፖትሮ በሁለተኛው ዙር ቀዳሚ ጥቅም ነበረው፣ ግን ይህም 6-6 ከደረሱ በኋላ የአቻ መለያ አስፈለገው።
1342	science	የጥቅል ጎመን ጁስ በኬሚካሉ አሲድነት ወይም ቤዝነት (አልካሊ) መሠረት ቀለም ይቀይራል።
1959	nature	የፕሊትቫይስ ሐይቆች ብሔራዊ ፓርክ በጣም በደን የተሸፈነ ሲሆን በዋነኝነት በቢች፣ ስፕሩስ እና ፊር በተባሉት ዛፎች የሚገኝ ሲሆን የአልፓይን እና የሜዲትራኒያን እፅዋት ድብልቅ ነው።
341	business	የዓለም የገንዘብ ሁኔታን በተመለከተ ዛፓቴሮ በመቀጠል፣ “የገንዘብ ሥርዓቱ የኢኮኖሚው አካል፣ ወሳኝ አካል ነው።
352	science	የ ውጫዊ ገጽ ውጥረት የሚከተሰው በውጫዊው የውሃው ገጽ ላይ የሚገኙት የውሃ ሞለኪውሎች በላያቸው ላይ ከሚገኙት ከአየር ሞለኪውሎች ይልቅ እርስ በእርሳቸው በጥብቅ ስለሚሳሳቡ ነው።
448	nature	በየአመቱ ጥቅምት ወር አካባቢ ወደ 1.5 ሚሊዮን እፀ በሎች ወደ ሰሜኑ ሜዳዎች በመጓዝ ማራ ወንዝን በመሻገር ከሰሜን ኮረብቶች ለዝናብ ይወጣሉ።
