index_id	category	text
797	technology	Si bo ta biaha ku un laptop òf tablet, warda un kopia den su memoria òf riba disko (aksesibel sin internèt).
830	travel	Riba algun trein ku ta krusa frontera ta hasi inspekshon riba e trein biahando, i bo mester tin un ID bálido huntu ku bo ora bo ta subi bordo di un di e treinnan ei.
150	business	Sir Richard Branson su Virgin Group a rechasá un oferta pa e banko promé ku a nashonalisá e banko.
1806	travel	Algun animal, manera olefantenan i zjirafnan, tin e tendensia di yega hopi serka di outonan i ekiponan standart ta duna bon bista.
902	disasters	Un warwarú ta un kolumna di airu ku preshon masha abou ku ta drei rònt, ku ta chupa tur e airu rònt di dje aden i pa ariba.
1225	sports	Del Potro tabatin e bentaha trempan den e di dos set, pero esaki tambe a hasi un tie break nesesario despues di yega 6-6.
1342	science	E djus di kolo ta kambia di koló dependiente di kon ásido òf básiko (alkalino) e supstansia kímiko ta.
1959	nature	E parke nashonal di e Lagonan Plitvice tin hopi boske ku palu tipo beuk i spar, i tin un meskla di vegetashon alpino i mediteráneo.
341	business	Mirando e situashon finansiero global, Zapatero a kontinuá bisando ku “e sistema finansiero ta parti di e ekonomia, un parti krusial.
352	science	Tenshon di superfisio ta okurí pasobra molekül di awa na e superfisio di e awa ta atraé otro mas ku nan ta atraé e molekülnan di e airu riba nan.
448	nature	Tur aña banda di òktober kasi 1.5 mion di hèrbívor ta biaha pa e sabananan den parti sùit, krusando e riu Mara, for di serunan den parti nort pa e yobidanan.
386	politics	Rei Sejong tabata e di kuater rei di e Dinastia Joseon i ta unu di esunnan mas tantu respetá.
1438	religion	E outoridat sentral di e iglesia tabatin mas ku mil aña kaba establesé na Roma i e konsentrashon di poder i kapital akí a pone hopi hende kuestioná si esaki tabata kuadra ku e prinsipio básiko.
394	politics	Pero ainda Royal Navy tabata muchu mas fuerte ku German Navy (“Kriegsmarine”) i lo por a destruí kualke marina di guera pa invashon ku bin krusa English Channel.
1977	education	No tin nodi di bisa ku si bo sa papia un idioma romano, lo ta mas fásil pa bo siña portugues.
1719	nature	E Parke Nashonal Kruger (KNP) ta situá den e nort-ost di Suráfrika i ta kore kantu di e frontera di Mozambique den ost, den e nort di Zimbabwe i e frontera sùit ta e Crocodile River (Riu di Krokodel).
29	crime	A sende Irak su prizòn Abu Ghraib na kandela durante un rebelion.
845	entertainment	Sinembargo, awendia tin artistanan di grafiti establesé, eventonan i murayanan di grafiti “legal”. Pintura di grafiti den e konteksto akí hopi biaha parse obra di arte en bes di tekstonan difísil pa lesa.
165	crime	E atakantenan di Mumbai a yega via boto riba 26 di novèmber 2008, tresiendo ku nan granat, arma outomátiko i nan a ataka diferente blanku inkluso e stashon di trein di Chhatrapati Shivaji Terminus ku tabata yen di hende i e famoso Taj Mahal Hotel.
261	business	Nigeria anteriormente a anunsiá ku e ta planea pa djòin AfCFTA den e siman promé ku e enkuentro kumbre.
531	sports	Ta hunga diesocho holes durante un buèlta regular, ku hungadónan ku usualmente ta kuminsá na e promé buraku den e kampo i kaba na e di diesocho.
1599	nature	Mutashonnan por tin un variedat di diferente efekto dependiendo di e tipo di mutashon, e importansia di e pida material genétiko afektá i si e sélulanan afektá ta sélulanan di liña di gérmen.
428	geography	E teritorio di Turkia ta mas ku 1.600 kilometer (1.000 mia) largu i 800 km (500 mia) hanchu, ku un forma globalmente rektangular.
1206	health	Hamilton a konfirmá ku Howard University Hospital a atmití e pashènt den un kondishon stabil.
277	politics	Gobernador anterior di Massachusetts Mitt Romney a gana e elekshon primario pa presidensia di e Partido Republikano di Florida djamars ku mas ku 46 porshento di e voto.
2	disasters	E JAS 39C Gripen a kai riba un pista di aterisahe pa mas òf ménos 9:30 am ora lokal (02:30 UTC) i a eksplotá, poniendo ku a sera e aeropuerto pa buelonan komersial.
719	geography	Repúplika Dominikana (Spañó: República Dominicana) ta e pais den Karibe ku ta okupá e parti ost di isla Hispañola, ku ta komparti´é ku Haiti.
324	geography	E tempestat, lokalisá aproksimadamente 3.000 mia di Miami, Florida, tin bientu kontinuo di un máksimo di 40 mia pa ora (64 kilometer pa ora).
15	business	“Panama Papers” ta un palabra kapa pa globalmente dies mion di dokumento di e ofisina di abogado panameño Mossack Fonsera, ku a lèk pa prensa na primavera 2016.
13	sports	Nadal a skor 88% ku punto na nèt den e partido ganando 76 punto den e promé serve.
1276	crime	A nombra e akusadonan komo Baba Kanjar, Bhutha Kanjar, Rampro Kanjar, Gaza Kanjar i Vishnu Kanjar.
