index_id	category	text
797	technology	جيڪڏهن هڪ ليپ ٽاپ يا ٽيبليٽ سان گڏ سفر ڪري رهيا آهيو ته، هڪ ميموري يا ڊسڪ (انٽرنيٽ کان بغير رسائي جي قابل) ۾ ان جي هڪ نقل محفوظ ڪريو.
830	travel	ڪجهه ڪراس-بارڊر ريل گاڏين تي هلندڙ ٽرين تي معائنو ڪيو ويندو آهي ۽ انهن ٽرينن مان هڪ تي بورڊنگ ڪرڻ وقت توهان کي درست سڃاڻپ هجڻ ضروري آهي.
150	business	سر رچرڊ برانسن جي ورجن گروپ بئنڪ کي قومي ٿيڻ کان پهرين ٻولي لڳائي هئي جيڪا رد ٿي ويئي هئي.
1806	travel	ڪجهہ جانور، جهڙوڪ هاٿي ۽ جراف، ڪارن جي بلڪل ويجهو ايندا آهن ۽ معياري سامان سٺو ڏسڻ جي اجازت ڏي ٿو.
902	disasters	هڪ ٽورناڊو هوا جي تمام گهٽ-پريشر جو هڪ اسپننگ ڪالم آهي، جيڪو ڀرپاسي واري هوا اندر ۽ مٿي ڇڪيندو آهي.
1225	sports	ڊيل پوٽرو کي ٻئي سيٽ ۾ پهريان فائدو ٿيو، پر ان کي پڻ 6-6 تي پهچڻ بعد هڪ ٽائي بريڪ جي ضرورت پئجي وئي.
1342	science	ڪيميڪل ڪيئن تيزابي يا بنيادي (الڪلائن) آهي جي حساب سان بند گوٻي جو رس رنگ تبديل ڪري ٿو.
1959	nature	پلٽ وائيس ڍنڍن جي قومي پارڪ تمام گهڻي جهنگ سان ڍڪيل آهي، خاص طور تي بيچ، اسپروس ۽ فر جي وڻن سان گڏ، ۽ هن ۾ الپائن ۽ ميڊيٽرينين وڻ ٽڻ شامل آهن.
341	business	"عالمي مالياتي حالت بابت، زاپاٽيرو هي چوي ٿو تہ ""مالي نظام معيشيت جو هڪ حصو آهي، اهم حصو."
352	science	سطح جي ڪشش ان لاءِ ٿئي ٿي تہ پاڻي جي سطح تي پاڻي جا ماليڪيول انهن جي مٿي هوا جي ماليڪيولن جي مقابلي ۾ هڪ ٻئي ڏانهن وڌيڪ ڪشش ڪندا آهن.
448	nature	هر سال آڪٽوبر جي لڳ ڀڳ تقريباً 15 لک گاهه کائيندڙ جانور، مري درياء پار ڪندي، مينهن وسڻ لاءِ اترين جبلن کان ڏاکڻي ميدانن ڏانهن سفر ڪندا آهن.
386	politics	سيجونگ بادشاه جوزن شاهي گهراڻي جو چوٿون بادشاه هو ۽ هڪ نهيات احترام وارو مڃيو ويندو آهي.
1438	religion	روم ۾ چرچ جي سينٽرل اٿارٽي هڪ هزار سالن کان وڌيڪ رهئي هئي ۽ طاقت ۽ پئسي جي ان ڌيان ڪيترن ئي ماڻهن کان سوال ڪيو تہ آيا ان قاعدي کي پورو ڪيو پيو وڃي يا نہ.
394	politics	پر رائل بحريه، جرمن بحريه (“ڪريگس ميرين”) کان اڃا تائين گهڻي مضبوط هئي ۽ انگريزي چينل تي حملو ڪرڻ لاءِ موڪليل ڪنهن به جهاز کي تباهه ڪري سگهي پئي.
1977	education	اهو چوڻ جي ضرورت ناهي، جيڪڏهن توهان روماني ٻولي ڄاڻو ٿا تہ، توهان جي لاءِ پرتگالي ٻولي سکڻ آسان ٿي ويندي.
1719	nature	ڪروگر نيشنل پارڪ (KNP) ڏکڻ آفريقا جي اتر-اوپر پاسي ۾ واقع آهي ۽ اوڀر ۾ موزمبيق جي سرحد، اتر ۾ زمبابوي، ۽ ڏکڻ سرحد جيڪو ڪروڪوڊائيل ندي آهي سان گڏ هلندي اچي ٿي.
29	crime	هڪ فساد دوران عراق جي ابو غریب جيل کي باهه ڏئي ساڙيو ويو آهي.
845	entertainment	"جيتوڻيڪ، اڄڪلهه هتي مقرره گرافِٽي فنڪار، گرافِٽي واقعا ۽ ""قانوني"" ديوارون آهن. ان حوالي سان گرافِٽي پينٽنگون اڪثر ڪري ناگزير ٽيگز جي ڀيٽ ۾ آرٽ ورڪ سان مشابت رکن ٿيون."
165	crime	ممبئي تي حملو ڪندڙ 26 نومبر 2008 تي ٻيڙي جي ذريعي پهتا، پاڻ سان دستي بم، خودڪار هٿيار کڻي آيا ۽ ڪيترين ئي جاين کي نشانو بڻايو جنهن ۾ ڇترپتي شوا جي ٽرمينس ريلوي اسٽيشن ۽ مشهور تاج محل هوٽل شامل هئا.
261	business	نائيجيريا پهريان هن اجلاس جي ختم ٿيڻ تي AfCFTA ۾ شامل ٿيڻ جي ارادي جو اعلان ڪيو.
531	sports	هڪ ريگيولر رائونڊ دوران اٺ سوراخ کيڏيا ويا آهن، رانديگر عام طور تي ڪورس تي پهريئن سوراخ تي شروع ٿين ٿا ۽ اٺين تي ختم ٿين ٿا.
1599	nature	ڦير گهير جا مختلف اثر ٿي سگهن ٿا جيڪي ڦير گهير جي قسم تي ٻڌل آهن، جينياتي مادي جا ٽڪرن جي اهميت متاثر ٿي ۽ يا متاثر ٿيل جيو گهرڙا ٻچا ڏيڻ وارا جيوگهرڙا آهن.
428	geography	ترڪي جو علائقو 1,600 ڪلوميٽرن کان وڌيڪ (1،000 ميل) ڊگهو ۽ 800 ڪلوميٽر (500 ميل) ويڪرو آهي، تقريبن چوڪنڊي شڪل سان آهي.
1206	health	هيملٽن تصديق ڪئي ته هاورڊ يونيورسٽي اسپتال مريض کي مستحڪم حالت ۾ داخل ڪيو.
277	politics	میسوچُوسٽس جي اڳوڻي گورنر مِٽ رومني فلوريڊا اڱاري جي ڏينهن تي ريپبليڪن پارٽي جي صدارتي پرائمري اليڪشن 46 سيڪڙو ووٽن سان ڪاميابي حاصل ڪئي.
2	disasters	JAS 39C گرپين لڳ ڀڳ صبح 9:30 وڳي مقامي وقت (0230 UTC) تي رن وي تي تباه ٿيو، تنهن ڪري تجارتي اڏامن لاءِ هوائي اڏو بند ڪيو.
719	geography	ڊومينيسين ري پبلڪ (اسپينش: ريپبليڪا ڊومينيسانا) هڪ ڪيريبين ملڪ آهي جيڪو هسپينيولا جي ٻيٽ جو اڌ اوڀر پاسو ولاري ٿو، جيڪو هيٽي سان حصيداري ڪري ٿو.
324	geography	ميامي، فلوريڊا کان طوفان لڳ ڀڳ 3،000 ميل پري آهي، ان جي مسلسل هوائن جي رفتار 40 ميل في ڪلاڪ (64 ڪلوميٽر في ڪلاڪ) آهي.
15	business	"""پاناما پيپرز"" هڪ ڇٽي لفظ آهي جيڪو پانامينين قانوني اداري موساڪ فونيسڪا جا اٽڪل ڏهہ ملين دستاويز آهن، جيڪو 2016 جي بهار واري موسم ۾ پريس کي ليڪ ٿيا."
13	sports	نڊال پهرين سرو ۾ 76 ميچ کٽندڙ پوائنٽس ۾ 88% نيٽ پوائنٽس حاصل ڪيون.
1276	crime	جوابدارن جا نالا بابا ڪنجر، ڀوٺا ڪنجر، رامپرو ڪنجر، غزا ڪنجر ۽ وشنو ڪنجر ٻڌايا ويا آهن.
37	entertainment	PBS شو وٽ ٻہ درجن کان مٿي ايمي ايوارڊز آهن. ۽ هن جو رن سيسيم اسٽريٽ ۽ مسٽر راجرز جي پاڙي کان گهٽ آهي.
1192	health	فوٽوگرافر کي رونالڊ ريگن UCLA ميڊيڪل سينٽر تي کڻي ويا، جتي هن جو موت ٿيو.
1239	entertainment	"""هي گهڻي پياري آهي ۽ پڻ سٺو ڳاهي ٿي،"" نيوز ڪانفرنس جي نقل موجب هن چيو."
